true_label,prediction_score
0,0.57896
0,0.09002
0,0.52122
0,0.14328
0,0.31702
0,0.62812
0,0.79784
0,0.5382
0,0.48344
0,0.0871
0,0.53826
0,0.49316
0,0.13514
0,0.27916
0,0.68026
0,0.13226
0,0.12594
0,0.18852
0,0.28942
0,0.17218
0,0.29374
0,0.0259
0,0.16778
0,0.07464
0,0.04782
0,0.48818
0,0.11638
0,0.22354
0,0.2422
0,0.28808
0,0.05022
0,0.49308
0,0.36258
0,0.41188
0,0.22594
0,0.27824
0,0.16564
0,0.2027
0,0.44394
0,0.18542
0,0.48608
0,0.35516
0,0.13728
0,0.06246
0,0.42036
0,0.08978
0,0.54382
0,0.08678
0,0.68266
0,0.35976
0,0.52666
0,0.0648
0,0.79448
0,0.51058
0,0.16668
0,0.04102
0,0.47486
0,0.36996
0,0.39194
0,0.59834
0,0.43622
0,0.24884
0,0.1621
0,0.05322
0,0.10198
0,0.2306
0,0.59276
0,0.22694
0,0.02344
0,0.22158
0,0.13984
0,0.65364
0,0.15288
0,0.07966
0,0.51212
0,0.36772
0,0.67204
0,0.03228
0,0.13942
0,0.08106
0,0.24576
0,0.62812
0,0.1263
0,0.12018
0,0.2609
0,0.1408
0,0.33626
0,0.33894
0,0.23336
0,0.35136
0,0.1158
0,0.70534
0,0.1059
0,0.77374
0,0.23622
0,0.15186
0,0.52686
0,0.10452
1,0.73272
1,0.51086
1,0.71842
1,0.67932
1,0.80584
1,0.73336
1,0.74522
1,0.66144
1,0.87192
1,0.77918
1,0.7068
1,0.65416
1,0.64952
1,0.75844
1,0.56462
1,0.76636
1,0.67294
1,0.58272
1,0.72756
1,0.51978
1,0.43136
1,0.61306
1,0.7728
1,0.74304
1,0.71528
1,0.68092
1,0.73492
1,0.54446
1,0.63134
1,0.60508
1,0.70926
1,0.64868
1,0.57456
1,0.68454
1,0.5845
1,0.64062
1,0.80478
1,0.68928
1,0.60866
1,0.4938
1,0.88588
1,0.7216
1,0.31364
1,0.82074
1,0.56298
1,0.53938
1,0.50628
1,0.53238
1,0.71986
1,0.9416
1,0.74494
1,0.67442
1,0.71118
1,0.66644
1,0.65634
1,0.56134
1,0.9184
1,0.42992
1,0.71396
1,0.88434
1,0.8518
1,0.79976
1,0.57764
1,0.52012
1,0.55416
1,0.9065
1,0.82278
1,0.42402
1,0.57356
1,0.88112
1,0.63298
1,0.84956
1,0.5675
1,0.14064
1,0.7642
1,0.73904
1,0.5988
1,0.79668
1,0.6715
1,0.62224
1,0.32222
1,0.89524
1,0.6201
1,0.73856
1,0.71648
1,0.8705
1,0.6394
1,0.68684
1,0.86778
1,0.93702
1,0.55812
1,0.76132
1,0.75238
1,0.7301
1,0.63464
1,0.45878
1,0.8101
1,0.74246
1,0.74906
1,0.71598
